id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
796,ocean,noun,432,海洋,大洋,
797,beach,noun,433,海辺,ビーチ,
798,island,noun,433,島,,
799,desert,noun,434,砂漠,,
800,rock,noun,434,岩,,
801,stone,noun,435,石,,
802,sand,noun,436,砂,,
803,mud,noun,436,泥,,
804,grass,noun,437,草,,
805,leaf,noun,437,葉,,
806,branch,noun,438,枝,,
807,root,noun,438,根,,
808,seed,noun,439,種,,
809,plant,noun,439,植物,,
810,vegetable,noun,440,野菜,,
811,crop,noun,440,作物,,
812,wheat,noun,441,小麦,,
813,corn,noun,441,トウモロコシ,,
814,potato,noun,442,ジャガイモ,,
815,tomato,noun,443,トマト,,
816,onion,noun,443,タマネギ,,
817,carrot,noun,444,ニンジン,,
818,apple,noun,444,リンゴ,,
819,banana,noun,445,バナナ,,
820,grape,noun,445,ブドウ,,
821,strawberry,noun,446,イチゴ,,
822,lemon,noun,446,レモン,,
823,nut,noun,447,ナッツ,木の実,
824,bean,noun,447,豆,,
825,oil,noun,448,油,石油,
826,butter,noun,449,バター,,
827,cheese,noun,449,チーズ,,
828,soup,noun,450,スープ,,
829,salad,noun,450,サラダ,,
830,sandwich,noun,451,サンドイッチ,,
831,pizza,noun,451,ピザ,,
832,cake,noun,452,ケーキ,,
833,cookie,noun,452,クッキー,,
834,candy,noun,453,キャンディー,,
835,chocolate,noun,453,チョコレート,,
836,ice,noun,454,氷,,
837,cream,noun,454,クリーム,,
838,juice,noun,455,ジュース,,
839,wine,noun,456,ワイン,,
840,beer,noun,456,ビール,,
841,drink,noun,457,飲み物,,
842,meal,noun,457,食事,,
843,taste,noun,458,味,好み,
844,smell,noun,458,匂い,,
845,noise,noun,459,騒音,,
846,song,noun,459,歌,,
847,tune,noun,460,曲,メロディー,
848,melody,noun,460,旋律,メロディー,
849,rhythm,noun,461,リズム,,
850,instrument,noun,462,楽器,器具,
851,piano,noun,462,ピアノ,,
852,guitar,noun,463,ギター,,
853,drum,noun,463,ドラム,太鼓,
854,bell,noun,464,鐘,ベル,
855,concert,noun,464,コンサート,,
856,movie,noun,465,映画,,
857,film,noun,465,映画,,
858,video,noun,466,ビデオ,,
859,screen,noun,466,画面,スクリーン,
860,stage,noun,471,舞台,段階,
861,scene,noun,472,場面,光景,
862,character,noun,472,性格,登場人物,
863,hero,noun,473,英雄,主人公,
864,star,noun,473,星,スター,
865,moon,noun,474,月,,
866,sun,noun,475,太陽,,
867,sky,noun,475,空,,
868,cloud,noun,476,雲,,
869,rain,noun,476,雨,,
870,snow,noun,477,雪,,
871,wind,noun,477,風,,
872,storm,noun,478,嵐,,
873,weather,noun,478,天気,,
874,season,noun,479,季節,,
875,spring,noun,479,春,,
876,summer,noun,480,夏,,
877,autumn,noun,480,秋,,
878,winter,noun,481,冬,,
879,temperature,noun,482,温度,気温,
880,degree,noun,482,度,程度,
881,shadow,noun,483,影,,
882,darkness,noun,483,暗さ,暗闇,
883,sight,noun,484,視力,景色,
884,view,noun,484,景色,見解,
885,beauty,noun,485,美しさ,,
886,nature,noun,485,自然,,
887,environment,noun,486,環境,,
888,air,noun,486,空気,,
889,earth,noun,487,地球,大地,
890,land,noun,488,陸地,土地,
891,ground,noun,488,地面,,
892,soil,noun,489,土壌,,
893,dust,noun,489,ほこり,,
894,smoke,noun,490,煙,,
895,flame,noun,490,炎,,
896,heat,noun,491,熱,暑さ,
897,metal,noun,491,金属,,
898,iron,noun,492,鉄,,
899,steel,noun,492,鋼鉄,,
900,wood,noun,493,木材,,
901,plastic,noun,493,プラスチック,,
902,cloth,noun,494,布,,
903,cotton,noun,495,綿,,
904,silk,noun,495,絹,,
905,wool,noun,496,羊毛,,
906,leather,noun,496,革,,
907,rubber,noun,497,ゴム,,
908,material,noun,497,材料,物質,
909,substance,noun,498,物質,,
910,matter,noun,498,物質,事柄,
911,object,noun,499,物体,目的,
912,item,noun,499,品物,項目,
913,goods,noun,500,商品,,
914,product,noun,501,製品,産物,
915,tool,noun,501,道具,工具,
916,machine,noun,502,機械,,
917,engine,noun,502,エンジン,機関,
918,motor,noun,503,モーター,,
919,wheel,noun,503,車輪,,
920,chain,noun,504,鎖,チェーン,
921,rope,noun,504,ロープ,綱,
922,string,noun,505,ひも,弦,
923,wire,noun,505,針金,ワイヤー,
924,thread,noun,506,糸,,
925,needle,noun,507,針,,
926,nail,noun,507,釘,爪,
927,hammer,noun,508,ハンマー,,
928,saw,noun,508,のこぎり,,
929,ax,noun,509,斧,,
930,blade,noun,509,刃,,
931,handle,noun,510,取っ手,ハンドル,
932,lid,noun,510,ふた,,
933,lock,noun,511,錠,,
934,switch,noun,511,スイッチ,,
935,hole,noun,512,穴,,
936,crack,noun,512,ひび,割れ目,
937,piece,noun,513,かけら,部分,
938,bit,noun,514,少し,かけら,
939,chip,noun,514,かけら,チップ,
940,block,noun,515,塊,ブロック,
941,brick,noun,515,レンガ,,
942,wall,noun,516,壁,,
943,fence,noun,516,塀,柵,
944,gate,noun,517,門,,
945,entrance,noun,517,入口,,
946,exit,noun,518,出口,,
947,passage,noun,518,通路,一節,
948,hall,noun,519,廊下,ホール,
949,stairs,noun,520,階段,,
950,floor,noun,520,床,階,
951,ceiling,noun,521,天井,,
952,roof,noun,521,屋根,,
953,chimney,noun,522,煙突,,
954,pipe,noun,522,パイプ,管,
955,tube,noun,523,管,チューブ,
956,tank,noun,523,タンク,戦車,
957,container,noun,524,容器,,
958,pot,noun,524,鍋,つぼ,
959,pan,noun,525,フライパン,,
960,can,noun,525,缶,,
961,jar,noun,526,瓶,,
962,basket,noun,527,かご,バスケット,
963,bucket,noun,527,バケツ,,
964,tray,noun,528,トレイ,盆,
965,pack,noun,528,包み,パック,
966,package,noun,529,包み,小包,
967,parcel,noun,529,小包,,
968,load,noun,530,荷物,負荷,
969,weight,noun,530,重さ,体重,
970,mass,noun,531,塊,質量,
971,volume,noun,531,体積,音量,
972,amount,noun,532,量,総額,
973,quantity,noun,533,量,,
974,measure,noun,533,測定,手段,
975,scale,noun,534,規模,はかり,
976,balance,noun,534,バランス,残高,
977,total,noun,535,合計,,
978,sum,noun,535,合計,総額,
979,average,noun,536,平均,,
980,rate,noun,536,割合,率,
981,ratio,noun,537,比率,,
982,percent,noun,537,パーセント,,
983,figure,noun,538,数字,人物,
984,value,noun,538,価値,値,
985,price,noun,539,価格,,
986,cost,noun,540,費用,代価,
987,expense,noun,540,費用,,
988,fee,noun,541,料金,,
989,charge,noun,541,料金,請求,
990,bill,noun,542,請求書,紙幣,
991,check,noun,542,小切手,点検,
992,cash,noun,543,現金,,
993,coin,noun,543,硬貨,,
994,dollar,noun,544,ドル,,
995,cent,noun,544,セント,,
996,pound,noun,545,ポンド,,
997,penny,noun,546,ペニー,1セント硬貨,
998,income,noun,546,収入,,
999,salary,noun,547,給料,,
1000,wage,noun,547,賃金,,
1001,profit,noun,548,利益,,
1002,gain,noun,548,利益,獲得,
1003,loss,noun,549,損失,,
1004,debt,noun,549,借金,負債,
1005,tax,noun,550,税金,,
1006,trade,noun,550,貿易,商売,
1007,deal,noun,551,取引,契約,
1008,sale,noun,551,販売,セール,
1009,purchase,noun,552,購入,,
1010,demand,noun,553,需要,要求,
1011,supply,noun,553,供給,物資,
1012,stock,noun,554,在庫,株,
1013,share,noun,554,分け前,株,
1014,property,noun,555,財産,特性,
1015,wealth,noun,555,富,財産,
1016,fortune,noun,556,財産,運,
1017,treasure,noun,556,宝,,
1018,prize,noun,557,賞,,
1019,reward,noun,557,報酬,,
1020,award,noun,558,賞,,
1021,honor,noun,559,名誉,栄誉,
1022,fame,noun,559,名声,,
1023,glory,noun,560,栄光,,
1024,success,noun,560,成功,,
1025,failure,noun,561,失敗,,
1026,victory,noun,561,勝利,,
1027,defeat,noun,562,敗北,,
1028,advantage,noun,562,利点,優位,
1029,benefit,noun,563,利益,恩恵,
1030,interest,noun,563,興味,利子,
1031,concern,noun,564,関心,懸念,
1032,attention,noun,564,注意,注目,
1033,notice,noun,565,通知,注意,
1034,warning,noun,566,警告,,
1035,advice,noun,566,助言,,
1036,suggestion,noun,567,提案,示唆,
1037,opinion,noun,567,意見,,
1038,thought,noun,568,考え,思想,
1039,mind,noun,568,心,精神,
1040,feeling,noun,569,感情,気持ち,
1041,emotion,noun,569,感情,,
1042,sense,noun,570,感覚,意味,
1043,spirit,noun,570,精神,魂,
1044,soul,noun,571,魂,,
1045,mood,noun,572,気分,,
1046,temper,noun,572,気質,気分,
1047,quality,noun,573,質,性質,
1048,feature,noun,573,特徴,,
1049,trait,noun,574,特性,特徴,
1050,habit,noun,574,習慣,,
1051,behavior,noun,575,行動,振る舞い,
1052,conduct,noun,575,行為,行動,
1053,action,noun,576,行動,行為,
1054,act,noun,576,行為,法律,
1055,activity,noun,577,活動,,
1056,motion,noun,577,動き,運動,
1057,movement,noun,578,動き,運動,
1058,step,noun,579,歩み,段階,
1059,race,noun,579,競争,人種,
1060,speed,noun,580,速さ,速度,
1061,pace,noun,580,ペース,速度,
1062,rush,noun,581,急ぐこと,突進,
1063,hurry,noun,581,急ぐこと,あわて,
1064,delay,noun,582,遅れ,遅延,
1065,pause,noun,582,休止,小休止,
1066,gap,noun,583,隙間,ギャップ,
1067,spot,noun,583,場所,点,
1068,site,noun,584,敷地,場所,
1069,position,noun,585,位置,立場,
1070,location,noun,585,場所,位置,
1071,region,noun,586,地域,地方,
1072,district,noun,586,地区,,
1073,zone,noun,587,地帯,ゾーン,
1074,section,noun,587,部分,区域,
1075,division,noun,588,分割,部門,
1076,department,noun,588,部門,学科,
1077,unit,noun,589,単位,部隊,
1078,level,noun,589,レベル,水準,
1079,rank,noun,590,階級,地位,
1080,phase,noun,590,段階,局面,
1081,period,noun,591,期間,時代,
1082,term,noun,592,期間,学期,
1083,age,noun,592,年齢,時代,
1084,era,noun,593,時代,,
1085,date,noun,593,日付,デート,
1086,occasion,noun,594,機会,場合,
1087,opportunity,noun,594,機会,,
1088,possibility,noun,595,可能性,,
1089,probability,noun,595,確率,可能性,
1090,risk,noun,596,危険,リスク,
1091,threat,noun,596,脅威,脅し,
1092,challenge,noun,597,挑戦,難題,
1093,difficulty,noun,598,困難,,
1094,hardship,noun,598,苦難,,
1095,suffering,noun,599,苦しみ,,
1096,ache,noun,599,痛み,,
1097,hurt,noun,600,傷害,苦痛,
1098,injury,noun,600,けが,損害,
1099,wound,noun,601,傷,,
1100,damage,noun,601,損害,,
1101,harm,noun,602,害,損害,
1102,evil,noun,602,悪,,
1103,crime,noun,603,犯罪,,
1104,sin,noun,603,罪,,
1105,fault,noun,604,欠点,責任,
1106,blame,noun,605,非難,,
1107,shame,noun,605,恥,,
1108,guilt,noun,606,罪,有罪,
1109,fear,noun,606,恐れ,,
1110,terror,noun,607,恐怖,,
1111,horror,noun,607,恐怖,,
1112,anxiety,noun,608,不安,心配,
1113,worry,noun,608,心配,悩み,
1114,doubt,noun,609,疑い,,
1115,wonder,noun,609,驚き,不思議,
1116,surprise,noun,610,驚き,,
1117,shock,noun,611,衝撃,ショック,
1118,excitement,noun,611,興奮,刺激,
1119,joy,noun,612,喜び,,
1120,pleasure,noun,612,喜び,楽しみ,
1121,delight,noun,613,喜び,,
1122,happiness,noun,613,幸福,,
1123,satisfaction,noun,614,満足,,
1124,comfort,noun,614,快適さ,慰め,
1125,relief,noun,615,安心,救済,
1126,wish,noun,615,願い,,
1127,desire,noun,616,欲望,願望,
1128,will,noun,616,意志,遺言,
1129,intention,noun,617,意図,,
1130,purpose,noun,618,目的,,
1131,aim,noun,618,目標,狙い,
1132,goal,noun,619,目標,ゴール,
1133,target,noun,619,標的,目標,
1134,objective,noun,620,目標,目的,
1135,ambition,noun,620,野心,,
1136,vision,noun,621,視力,構想,
1137,imagination,noun,621,想像力,,
1138,image,noun,622,像,イメージ,
1139,drawing,noun,622,絵,製図,
1140,painting,noun,623,絵画,,
1141,sculpture,noun,624,彫刻,,
1142,statue,noun,624,像,彫像,
1143,monument,noun,625,記念碑,,
1144,memorial,noun,625,記念碑,記念物,
1145,memory,noun,626,記憶,思い出,
1146,record,noun,627,記録,レコード,
1147,past,noun,628,過去,,
1148,future,noun,629,未来,,
1149,tomorrow,noun,630,明日,,
1150,yesterday,noun,631,昨日,,
1151,today,noun,631,今日,,
1152,tonight,noun,632,今夜,,
1153,morning,noun,632,朝,,
1154,afternoon,noun,633,午後,,
1155,evening,noun,633,夕方,晩,
1156,noon,noun,634,正午,,
1157,midnight,noun,634,真夜中,,
1158,dawn,noun,635,夜明け,,
1159,sunset,noun,635,日没,,
1160,sunrise,noun,636,日の出,,
1161,twilight,noun,637,たそがれ,薄暮,
1162,daylight,noun,637,日光,昼間,
1163,sunshine,noun,638,日光,,
1164,sunlight,noun,638,日光,,
1165,moonlight,noun,639,月光,,
1166,starlight,noun,639,星明かり,,
1167,ray,noun,640,光線,,
1168,beam,noun,640,光線,梁,
1169,flash,noun,641,閃光,ひらめき,
1170,glow,noun,641,輝き,,
1171,shine,noun,642,輝き,,
1172,sparkle,noun,642,きらめき,,
1173,glitter,noun,643,きらめき,,
1174,blaze,noun,644,炎,火災,
1175,spark,noun,644,火花,,
1176,ash,noun,645,灰,,
1177,coal,noun,645,石炭,,
1178,fuel,noun,646,燃料,,
1179,gas,noun,646,ガス,気体,
1180,steam,noun,647,蒸気,,
1181,vapor,noun,647,蒸気,水蒸気,
1182,mist,noun,648,霧,もや,
1183,fog,noun,648,霧,,
1184,dew,noun,649,露,,
1185,frost,noun,650,霜,,
1186,hail,noun,650,あられ,雹,
1187,thunder,noun,651,雷,雷鳴,
1188,lightning,noun,651,稲妻,雷,
1189,hurricane,noun,652,ハリケーン,,
1190,typhoon,noun,652,台風,,
1191,tornado,noun,653,竜巻,,
1192,flood,noun,653,洪水,,
1193,drought,noun,654,干ばつ,,
1194,earthquake,noun,654,地震,,
1195,volcano,noun,655,火山,,
1196,cliff,noun,655,崖,,
1197,cave,noun,656,洞窟,,
1198,pit,noun,657,穴,縦穴,
1199,mine,noun,657,鉱山,地雷,
1200,well,noun,658,井戸,,
1201,stream,noun,658,小川,流れ,
1202,brook,noun,659,小川,,
1203,creek,noun,659,小川,,
1204,pond,noun,660,池,,
1205,pool,noun,660,プール,水たまり,
1206,swamp,noun,661,沼,,
1207,marsh,noun,661,沼地,,
1208,coast,noun,662,海岸,,
1209,shore,noun,663,岸,海岸,
1210,wave,noun,663,波,,
1211,tide,noun,664,潮,潮流,
1212,current,noun,664,流れ,電流,
1213,flow,noun,665,流れ,,
1214,bubble,noun,665,泡,,
1215,foam,noun,666,泡,,
1216,spray,noun,666,しぶき,スプレー,
1217,powder,noun,667,粉,,
1218,grain,noun,667,穀物,粒,
1219,flour,noun,668,小麦粉,,
1220,dough,noun,668,生地,,
1221,paste,noun,669,ペースト,のり,
1222,sauce,noun,670,ソース,,
1223,liquid,noun,670,液体,,
1224,solid,noun,671,固体,,
1225,crystal,noun,671,結晶,水晶,
1226,diamond,noun,672,ダイヤモンド,,
1227,pearl,noun,672,真珠,,
1228,jewel,noun,673,宝石,,
1229,ring,noun,673,指輪,輪,
1230,necklace,noun,674,ネックレス,,
1231,crown,noun,674,王冠,,
1232,medal,noun,675,メダル,,
1233,badge,noun,676,バッジ,記章,
1234,flag,noun,676,旗,,
1235,banner,noun,677,旗,横断幕,
1236,symbol,noun,677,象徴,記号,
1237,signal,noun,678,信号,合図,
1238,gesture,noun,678,身振り,,
1239,nod,noun,679,うなずき,,
1240,bow,noun,679,お辞儀,弓,
1241,shake,noun,680,振ること,揺れ,
1242,pat,noun,680,軽くたたくこと,,
1243,tap,noun,681,軽くたたくこと,蛇口,
1244,knock,noun,681,ノック,,
1245,blow,noun,682,打撃,一撃,
1246,strike,noun,683,打撃,ストライキ,
1247,kick,noun,683,けり,,
1248,punch,noun,684,パンチ,,
1249,squeeze,noun,684,押すこと,絞ること,
1250,pressure,noun,685,圧力,プレッシャー,
1251,force,noun,685,力,軍隊,
1252,strength,noun,686,力,強さ,
1253,energy,noun,686,エネルギー,活力,
1254,might,noun,687,力,権力,
1255,muscle,noun,687,筋肉,,
1256,nerve,noun,688,神経,度胸,
1257,vein,noun,689,静脈,血管,
1258,artery,noun,689,動脈,,
1259,pulse,noun,690,脈拍,,
1260,fever,noun,690,熱,,
1261,cough,noun,691,せき,,
1262,flu,noun,691,インフルエンザ,,
1263,headache,noun,692,頭痛,,
1264,toothache,noun,692,歯痛,,
1265,backache,noun,693,腰痛,,
1266,sore,noun,693,痛み,傷,
1267,infection,noun,694,感染,伝染,
1268,illness,noun,694,病気,,
1269,sickness,noun,695,病気,,
1270,disorder,noun,696,障害,無秩序,
1271,symptom,noun,696,症状,,
1272,cure,noun,697,治療,治療法,
1273,treatment,noun,697,治療,処置,
1274,remedy,noun,698,治療法,救済策,
1275,drug,noun,698,薬,麻薬,
